"SVN"	"Taxon"	"CountValue"
"9744"	"99073CSR"	"Arctopsyche grandis"	1
"9745"	"99032CSR"	"Arctopsyche grandis"	2
"9746"	"99054CSR"	"Arctopsyche grandis"	14
"9747"	"99023CSR"	"Arctopsyche grandis"	1
"9748"	"99024CSR"	"Arctopsyche grandis"	2
"9749"	"99044CSR"	"Arctopsyche grandis"	3
"9750"	"99023REM"	"Arctopsyche grandis"	1
"9751"	"99027REM"	"Arctopsyche grandis"	2
"9752"	"99018REM"	"Arctopsyche grandis"	3
"9753"	"99017REM"	"Arctopsyche grandis"	3
"9754"	"99019REM"	"Arctopsyche grandis"	5
"9755"	"00001REM"	"Arctopsyche grandis"	8
"9756"	"00065CSR"	"Arctopsyche grandis"	5
"9757"	"00013CSR"	"Arctopsyche grandis"	3
"9758"	"00012CSR"	"Arctopsyche grandis"	1
"9759"	"00057CSR"	"Arctopsyche grandis"	4
"9760"	"00055CSR"	"Arctopsyche grandis"	3
"9761"	"00040CSR"	"Arctopsyche grandis"	20
"9762"	"01080CSR"	"Arctopsyche grandis"	4
"9763"	"00048CSR"	"Arctopsyche grandis"	1
"9764"	"00060CSR"	"Arctopsyche grandis"	8
"9765"	"00004CSR"	"Arctopsyche grandis"	11
"9766"	"00061CSR"	"Arctopsyche grandis"	1
"9767"	"00003CSR"	"Arctopsyche grandis"	38
"9768"	"00027REM"	"Arctopsyche grandis"	6
"9769"	"00036REM"	"Arctopsyche grandis"	2
"9770"	"00033REM"	"Arctopsyche grandis"	10
"9771"	"00029REM"	"Arctopsyche grandis"	2
"9772"	"00019REM"	"Arctopsyche grandis"	1
"9773"	"00007REM"	"Arctopsyche grandis"	4
"9774"	"00018REM"	"Arctopsyche grandis"	1
"9775"	"00009REM"	"Arctopsyche grandis"	1
"9776"	"00013REM"	"Arctopsyche grandis"	3
"9777"	"00014REM"	"Arctopsyche grandis"	1
"9778"	"00002REM"	"Arctopsyche grandis"	3
"9779"	"00022REM"	"Arctopsyche grandis"	12
"9780"	"00026REM"	"Arctopsyche grandis"	1
"9781"	"00010REM"	"Arctopsyche grandis"	3
"9782"	"00002SPS"	"Arctopsyche grandis"	18
"9783"	"00010WSE"	"Arctopsyche grandis"	1
"9784"	"00030REM"	"Arctopsyche grandis"	10
"9785"	"01094CSR"	"Arctopsyche grandis"	5
"9786"	"01007CSR"	"Arctopsyche grandis"	1
"9787"	"01012CSR"	"Arctopsyche grandis"	2
"9788"	"01013CSR"	"Arctopsyche grandis"	2
"9789"	"01067CSR"	"Arctopsyche grandis"	1
"9790"	"01089CSR"	"Arctopsyche grandis"	14
"9791"	"01090CSR"	"Arctopsyche grandis"	4
"9792"	"01117CSR"	"Arctopsyche grandis"	16
"9793"	"99074CSR"	"Parapsyche"	1
"9794"	"00069CSR"	"Parapsyche"	1
"9795"	"99009REM"	"Parapsyche"	1
"9796"	"00015CSR"	"Parapsyche"	1
"9797"	"00045CSR"	"Parapsyche"	1
"9798"	"00010CSR"	"Parapsyche"	1
"9799"	"00007CSR"	"Parapsyche"	1
"9800"	"00025REM"	"Parapsyche"	5
"9801"	"00004WSE"	"Parapsyche"	1
"9802"	"01021CSR"	"Parapsyche"	1
"9803"	"01041CSR"	"Parapsyche"	15
"9804"	"00043CSR"	"Parapsyche almota"	2
"9805"	"99072CSR"	"Parapsyche almota"	1
"9806"	"00029CSR"	"Parapsyche almota"	3
"9807"	"99033REM"	"Parapsyche almota"	2
"9808"	"99015CSR"	"Parapsyche almota"	1
"9809"	"99010CSR"	"Parapsyche almota"	1
"9810"	"99025CSR"	"Parapsyche almota"	1
"9811"	"99033CSR"	"Parapsyche almota"	1
"9812"	"99001REM"	"Parapsyche almota"	10
"9813"	"00011REM"	"Parapsyche almota"	4
"9814"	"00019CSR"	"Parapsyche almota"	1
"9815"	"00014CSR"	"Parapsyche almota"	5
"9816"	"00038CSR"	"Parapsyche almota"	4
"9817"	"00050CSR"	"Parapsyche almota"	9
"9818"	"00033CSR"	"Parapsyche almota"	8
"9819"	"00034CSR"	"Parapsyche almota"	4
"9820"	"00049CSR"	"Parapsyche almota"	2
"9821"	"00058CSR"	"Parapsyche almota"	4
"9822"	"00003CSR"	"Parapsyche almota"	9
"9823"	"00017CSR"	"Parapsyche almota"	7
"9824"	"00027REM"	"Parapsyche almota"	1
"9825"	"00009REM"	"Parapsyche almota"	2
"9826"	"00016REM"	"Parapsyche almota"	1
"9827"	"00010WSE"	"Parapsyche almota"	1
"9828"	"01021CSR"	"Parapsyche almota"	1
"9829"	"01056CSR"	"Parapsyche almota"	5
"9830"	"01044WSE"	"Parapsyche almota"	1
"9831"	"99015REM"	"Parapsyche elsis"	2
"9832"	"99013REM"	"Parapsyche elsis"	1
"9833"	"99054CSR"	"Parapsyche elsis"	3
"9834"	"99035CSR"	"Parapsyche elsis"	9
"9835"	"99026REM"	"Parapsyche elsis"	6
"9836"	"99010REM"	"Parapsyche elsis"	5
"9837"	"99008REM"	"Parapsyche elsis"	2
"9838"	"99025REM"	"Parapsyche elsis"	2
"9839"	"99003REM"	"Parapsyche elsis"	2
"9840"	"99035REM"	"Parapsyche elsis"	2
"9841"	"99031REM"	"Parapsyche elsis"	1
"9842"	"99006REM"	"Parapsyche elsis"	2
"9843"	"99021REM"	"Parapsyche elsis"	12
"9844"	"99020REM"	"Parapsyche elsis"	8
"9845"	"00041CSR"	"Parapsyche elsis"	12
"9846"	"00031CSR"	"Parapsyche elsis"	2
"9847"	"00056CSR"	"Parapsyche elsis"	3
"9848"	"00040CSR"	"Parapsyche elsis"	2
"9849"	"00025CSR"	"Parapsyche elsis"	8
"9850"	"00033CSR"	"Parapsyche elsis"	7
"9851"	"00006CSR"	"Parapsyche elsis"	7
"9852"	"00004CSR"	"Parapsyche elsis"	1
"9853"	"00051CSR"	"Parapsyche elsis"	4
"9854"	"00036REM"	"Parapsyche elsis"	4
"9855"	"00008REM"	"Parapsyche elsis"	2
"9856"	"00003REM"	"Parapsyche elsis"	15
"9857"	"00019REM"	"Parapsyche elsis"	2
"9858"	"00012REM"	"Parapsyche elsis"	3
"9859"	"00021REM"	"Parapsyche elsis"	8
"9860"	"00001WSE"	"Parapsyche elsis"	4
"9861"	"00006WSE"	"Parapsyche elsis"	6
"9862"	"00008WSE"	"Parapsyche elsis"	1
"9863"	"00030REM"	"Parapsyche elsis"	1
"9864"	"00028REM"	"Parapsyche elsis"	7
"9865"	"01104CSR"	"Parapsyche elsis"	2
"9866"	"01105CSR"	"Parapsyche elsis"	1
"9867"	"01106CSR"	"Parapsyche elsis"	8
"9868"	"01109CSR"	"Parapsyche elsis"	31
"9869"	"01110CSR"	"Parapsyche elsis"	1
"9870"	"01069CSR"	"Parapsyche elsis"	25
"9871"	"01072CSR"	"Parapsyche elsis"	25
"9872"	"01090CSR"	"Parapsyche elsis"	2
"9873"	"01031WSE"	"Parapsyche elsis"	3
"9874"	"01033WSE"	"Parapsyche elsis"	1
"9875"	"01116CSR"	"Parapsyche elsis"	1
"9876"	"99031CSR"	"Cheumatopsyche"	56
"9877"	"00008CSR"	"Cheumatopsyche"	36
"9878"	"99004SPS"	"Cheumatopsyche"	7
"9879"	"99005SPS"	"Cheumatopsyche"	3
"9880"	"99006SPS"	"Cheumatopsyche"	1
"9881"	"99055CSR"	"Cheumatopsyche"	22
"9882"	"99001SPS"	"Cheumatopsyche"	24
"9883"	"99003SPS"	"Cheumatopsyche"	27
"9884"	"00037CSR"	"Cheumatopsyche"	56
"9885"	"01102CSR"	"Cheumatopsyche"	3
"9886"	"01103CSR"	"Cheumatopsyche"	1
"9887"	"01023CSR"	"Cheumatopsyche"	4
"9888"	"01086CSR"	"Cheumatopsyche"	1
"9889"	"01112CSR"	"Cheumatopsyche"	5
"9890"	"99018CSR"	"Hydropsyche"	2
"9891"	"99061CSR"	"Hydropsyche"	4
"9892"	"00043CSR"	"Hydropsyche"	2
"9893"	"99031CSR"	"Hydropsyche"	4
"9894"	"00008CSR"	"Hydropsyche"	87
"9895"	"99074CSR"	"Hydropsyche"	5
"9896"	"99039CSR"	"Hydropsyche"	4
"9897"	"99004SPS"	"Hydropsyche"	144
"9898"	"99005SPS"	"Hydropsyche"	137
"9899"	"99006SPS"	"Hydropsyche"	16
"9900"	"99062CSR"	"Hydropsyche"	46
"9901"	"99068CSR"	"Hydropsyche"	15
"9902"	"99055CSR"	"Hydropsyche"	22
"9903"	"00063CSR"	"Hydropsyche"	9
"9904"	"99070CSR"	"Hydropsyche"	15
"9905"	"99072CSR"	"Hydropsyche"	1
"9906"	"99059CSR"	"Hydropsyche"	20
"9907"	"00029CSR"	"Hydropsyche"	1
"9908"	"99057CSR"	"Hydropsyche"	3
"9909"	"99042CSR"	"Hydropsyche"	5
"9910"	"99004CSR"	"Hydropsyche"	3
"9911"	"99020CSR"	"Hydropsyche"	3
"9912"	"99041CSR"	"Hydropsyche"	9
"9913"	"99053CSR"	"Hydropsyche"	3
"9914"	"99040CSR"	"Hydropsyche"	4
"9915"	"99001CSR"	"Hydropsyche"	2
"9916"	"00016CSR"	"Hydropsyche"	2
"9917"	"99002CSR"	"Hydropsyche"	8
"9918"	"99065CSR"	"Hydropsyche"	33
"9919"	"99063CSR"	"Hydropsyche"	56
"9920"	"00105CSR"	"Hydropsyche"	87
"9921"	"99001SPS"	"Hydropsyche"	12
"9922"	"99003SPS"	"Hydropsyche"	58
"9923"	"99033REM"	"Hydropsyche"	40
"9924"	"99013REM"	"Hydropsyche"	11
"9925"	"99013CSR"	"Hydropsyche"	1
"9926"	"99012CSR"	"Hydropsyche"	4
"9927"	"99011CSR"	"Hydropsyche"	1
"9928"	"99071CSR"	"Hydropsyche"	19
"9929"	"99073CSR"	"Hydropsyche"	22
"9930"	"99046CSR"	"Hydropsyche"	17
"9931"	"99034CSR"	"Hydropsyche"	7
"9932"	"99024CSR"	"Hydropsyche"	3
"9933"	"99037CSR"	"Hydropsyche"	14
"9934"	"99022CSR"	"Hydropsyche"	19
"9935"	"00005CSR"	"Hydropsyche"	1
"9936"	"99006CSR"	"Hydropsyche"	2
"9937"	"99014CSR"	"Hydropsyche"	4
"9938"	"99043CSR"	"Hydropsyche"	7
"9939"	"99044CSR"	"Hydropsyche"	1
"9940"	"99045CSR"	"Hydropsyche"	2
"9941"	"99029CSR"	"Hydropsyche"	2
"9942"	"99030CSR"	"Hydropsyche"	8
"9943"	"99010REM"	"Hydropsyche"	1
"9944"	"99012REM"	"Hydropsyche"	1
"9945"	"99007REM"	"Hydropsyche"	33
"9946"	"99023REM"	"Hydropsyche"	7
"9947"	"99027REM"	"Hydropsyche"	2
"9948"	"99022REM"	"Hydropsyche"	40
"9949"	"99011REM"	"Hydropsyche"	1
"9950"	"99025REM"	"Hydropsyche"	2
"9951"	"99029REM"	"Hydropsyche"	28
"9952"	"99002REM"	"Hydropsyche"	7
"9953"	"99018REM"	"Hydropsyche"	4
"9954"	"99016REM"	"Hydropsyche"	2
"9955"	"99017REM"	"Hydropsyche"	5
"9956"	"99001REM"	"Hydropsyche"	58
"9957"	"99014REM"	"Hydropsyche"	1
"9958"	"99032REM"	"Hydropsyche"	14
"9959"	"99031REM"	"Hydropsyche"	19
"9960"	"99004REM"	"Hydropsyche"	4
"9961"	"00001REM"	"Hydropsyche"	3
"9962"	"00006REM"	"Hydropsyche"	5
"9963"	"00020CSR"	"Hydropsyche"	2
"9964"	"00015CSR"	"Hydropsyche"	3
"9965"	"00053CSR"	"Hydropsyche"	49
"9966"	"00035CSR"	"Hydropsyche"	27
"9967"	"00037CSR"	"Hydropsyche"	7
"9968"	"00062CSR"	"Hydropsyche"	11
"9969"	"00013CSR"	"Hydropsyche"	8
"9970"	"00103CSR"	"Hydropsyche"	24
"9971"	"00057CSR"	"Hydropsyche"	1
"9972"	"00067CSR"	"Hydropsyche"	3
"9973"	"00055CSR"	"Hydropsyche"	14
"9974"	"00040CSR"	"Hydropsyche"	4
"9975"	"00038CSR"	"Hydropsyche"	58
"9976"	"01080CSR"	"Hydropsyche"	3
"9977"	"00059CSR"	"Hydropsyche"	2
"9978"	"00070CSR"	"Hydropsyche"	22
"9979"	"00007CSR"	"Hydropsyche"	1
"9980"	"00061CSR"	"Hydropsyche"	2
"9981"	"00018CSR"	"Hydropsyche"	31
"9982"	"00017CSR"	"Hydropsyche"	11
"9983"	"00027REM"	"Hydropsyche"	17
"9984"	"00017REM"	"Hydropsyche"	49
"9985"	"00029REM"	"Hydropsyche"	3
"9986"	"00034REM"	"Hydropsyche"	1
"9987"	"00032REM"	"Hydropsyche"	4
"9988"	"00007REM"	"Hydropsyche"	75
"9989"	"00018REM"	"Hydropsyche"	52
"9990"	"00009REM"	"Hydropsyche"	52
"9991"	"00013REM"	"Hydropsyche"	1
"9992"	"00014REM"	"Hydropsyche"	7
"9993"	"00002REM"	"Hydropsyche"	2
"9994"	"00022REM"	"Hydropsyche"	5
"9995"	"00026REM"	"Hydropsyche"	145
"9996"	"00016REM"	"Hydropsyche"	2
"9997"	"00010REM"	"Hydropsyche"	4
"9998"	"00002SPS"	"Hydropsyche"	35
"9999"	"00001SPS"	"Hydropsyche"	5
"10000"	"00003WSE"	"Hydropsyche"	10
"10001"	"00004WSE"	"Hydropsyche"	1
"10002"	"00009WSE"	"Hydropsyche"	2
"10003"	"00010WSE"	"Hydropsyche"	6
"10004"	"00011WSE"	"Hydropsyche"	2
"10005"	"00012WSE"	"Hydropsyche"	91
"10006"	"00030REM"	"Hydropsyche"	1
"10007"	"01094CSR"	"Hydropsyche"	1
"10008"	"01095CSR"	"Hydropsyche"	2
"10009"	"01096CSR"	"Hydropsyche"	5
"10010"	"01103CSR"	"Hydropsyche"	5
"10011"	"01016CSR"	"Hydropsyche"	1
"10012"	"01025CSR"	"Hydropsyche"	11
"10013"	"01037CSR"	"Hydropsyche"	14
"10014"	"01041CSR"	"Hydropsyche"	2
"10015"	"01003CSR"	"Hydropsyche"	18
"10016"	"01007CSR"	"Hydropsyche"	14
"10017"	"01012CSR"	"Hydropsyche"	1
"10018"	"01013CSR"	"Hydropsyche"	2
"10019"	"01065CSR"	"Hydropsyche"	8
"10020"	"01066CSR"	"Hydropsyche"	1
"10021"	"01067CSR"	"Hydropsyche"	4
"10022"	"01069CSR"	"Hydropsyche"	22
"10023"	"01051CSR"	"Hydropsyche"	6
"10024"	"01056CSR"	"Hydropsyche"	6
"10025"	"01059CSR"	"Hydropsyche"	2
"10026"	"01062CSR"	"Hydropsyche"	1
"10027"	"01082CSR"	"Hydropsyche"	13
"10028"	"01086CSR"	"Hydropsyche"	14
"10029"	"01089CSR"	"Hydropsyche"	4
"10030"	"01090CSR"	"Hydropsyche"	5
"10031"	"01032WSE"	"Hydropsyche"	6
"10032"	"01040WSE"	"Hydropsyche"	14
"10033"	"01042WSE"	"Hydropsyche"	2
"10034"	"01044WSE"	"Hydropsyche"	23
"10035"	"01111CSR"	"Hydropsyche"	1
"10036"	"01112CSR"	"Hydropsyche"	3
"10037"	"01114CSR"	"Hydropsyche"	7
"10038"	"01115CSR"	"Hydropsyche"	3
"10039"	"01116CSR"	"Hydropsyche"	8
"10040"	"01117CSR"	"Hydropsyche"	23
"10041"	"01119CSR"	"Hydropsyche"	1
"10042"	"01113CSR"	"Hydropsyche"	7
"10043"	"00013CSR"	"Hydroptilidae"	5
"10044"	"00071CSR"	"Hydroptilidae"	1
"10045"	"00022REM"	"Hydroptilidae"	1
"10046"	"00012WSE"	"Hydroptilidae"	1
"10047"	"99010CSR"	"Palaegapetus"	2
"10048"	"99009REM"	"Palaegapetus"	1
"10049"	"99074CSR"	"Agraylea"	1
"10050"	"00019REM"	"Agraylea"	1
"10051"	"00020REM"	"Agraylea"	1
"10052"	"00022REM"	"Agraylea"	6
"10053"	"01095CSR"	"Agraylea"	1
"10054"	"01109CSR"	"Agraylea"	36
"10055"	"99031CSR"	"Hydroptila"	2
"10056"	"00008CSR"	"Hydroptila"	1
"10057"	"99041CSR"	"Hydroptila"	1
"10058"	"99054CSR"	"Hydroptila"	1
"10059"	"99019REM"	"Hydroptila"	1
"10060"	"00037CSR"	"Hydroptila"	4
"10061"	"00034REM"	"Hydroptila"	2
"10062"	"00001SPS"	"Hydroptila"	1
"10063"	"01041CSR"	"Hydroptila"	46
"10064"	"01086CSR"	"Hydroptila"	4
"10065"	"01023CSR"	"Leucotrichia"	5
"10066"	"99029CSR"	"Neotrichia"	5
"10067"	"01023CSR"	"Neotrichia"	1
"10068"	"99009CSR"	"Ochrotrichia"	2
"10069"	"00016CSR"	"Ochrotrichia"	1
"10070"	"99030CSR"	"Ochrotrichia"	2
"10071"	"00013CSR"	"Ochrotrichia"	1
"10072"	"00055CSR"	"Ochrotrichia"	3
"10073"	"00011WSE"	"Metrichia"	6
"10074"	"01037CSR"	"Leptoceridae"	44
"10075"	"01032WSE"	"Leptoceridae"	2
"10076"	"01041WSE"	"Leptoceridae"	1
"10077"	"01103CSR"	"Mystacides"	1
"10078"	"01115CSR"	"Mystacides"	12
"10079"	"99001SPS"	"Oecetis"	6
"10080"	"99001SPS"	"Ceraclea"	1
"10081"	"01023CSR"	"Ceraclea"	2
"10082"	"99061CSR"	"Limnephilidae"	1
"10083"	"99028CSR"	"Limnephilidae"	1
"10084"	"99015REM"	"Limnephilidae"	3
"10085"	"99059CSR"	"Limnephilidae"	1
"10086"	"99041CSR"	"Limnephilidae"	2
"10087"	"99052CSR"	"Limnephilidae"	1
"10088"	"99013CSR"	"Limnephilidae"	1
"10089"	"99037CSR"	"Limnephilidae"	1
"10090"	"99008REM"	"Limnephilidae"	1
"10091"	"00056CSR"	"Limnephilidae"	2
"10092"	"00027REM"	"Limnephilidae"	1
"10093"	"00008REM"	"Limnephilidae"	1
"10094"	"00019REM"	"Limnephilidae"	1
"10095"	"00006WSE"	"Limnephilidae"	3
"10096"	"01106CSR"	"Limnephilidae"	3
"10097"	"01109CSR"	"Limnephilidae"	3
"10098"	"01012CSR"	"Limnephilidae"	20
"10099"	"01013CSR"	"Limnephilidae"	2
"10100"	"01072CSR"	"Limnephilidae"	13
"10101"	"01050CSR"	"Limnephilidae"	26
"10102"	"01033WSE"	"Limnephilidae"	1
"10103"	"01116CSR"	"Limnephilidae"	3
"10104"	"99011CSR"	"Pseudostenophylax"	2
"10105"	"99025CSR"	"Pseudostenophylax edwardsi"	2
"10106"	"99012REM"	"Allocosmoecus"	1
"10107"	"99014REM"	"Allocosmoecus partitus"	2
"10108"	"99021REM"	"Allocosmoecus partitus"	1
"10109"	"00003WSE"	"Allocosmoecus partitus"	1
"10110"	"01004CSR"	"Cryptochia"	8
"10111"	"00020REM"	"Cryptochia"	2
"10112"	"00004WSE"	"Cryptochia"	2
"10113"	"01038WSE"	"Desmona"	2
"10114"	"99009CSR"	"Dicosmoecus atripes"	1
"10115"	"99001CSR"	"Dicosmoecus atripes"	2
"10116"	"00015CSR"	"Dicosmoecus atripes"	1
"10117"	"00042CSR"	"Dicosmoecus atripes"	3
"10118"	"00045CSR"	"Dicosmoecus atripes"	1
"10119"	"00013CSR"	"Dicosmoecus atripes"	5
"10120"	"00004WSE"	"Dicosmoecus atripes"	9
"10121"	"99019CSR"	"Dicosmoecus gilvipes"	27
"10122"	"99017CSR"	"Dicosmoecus gilvipes"	5
"10123"	"00028CSR"	"Dicosmoecus gilvipes"	6
"10124"	"00063CSR"	"Dicosmoecus gilvipes"	3
"10125"	"99020CSR"	"Dicosmoecus gilvipes"	1
"10126"	"99012CSR"	"Dicosmoecus gilvipes"	1
"10127"	"99023CSR"	"Dicosmoecus gilvipes"	1
"10128"	"99022REM"	"Dicosmoecus gilvipes"	2
"10129"	"99018REM"	"Dicosmoecus gilvipes"	3
"10130"	"99017REM"	"Dicosmoecus gilvipes"	1
"10131"	"00020CSR"	"Dicosmoecus gilvipes"	1
"10132"	"00019CSR"	"Dicosmoecus gilvipes"	4
"10133"	"00052CSR"	"Dicosmoecus gilvipes"	6
"10134"	"00026CSR"	"Dicosmoecus gilvipes"	1
"10135"	"00035CSR"	"Dicosmoecus gilvipes"	2
"10136"	"00014CSR"	"Dicosmoecus gilvipes"	1
"10137"	"00012CSR"	"Dicosmoecus gilvipes"	1
"10138"	"00067CSR"	"Dicosmoecus gilvipes"	1
"10139"	"00027CSR"	"Dicosmoecus gilvipes"	2
"10140"	"00049CSR"	"Dicosmoecus gilvipes"	1
"10141"	"00005REM"	"Dicosmoecus gilvipes"	1
"10142"	"00016REM"	"Dicosmoecus gilvipes"	2
"10143"	"00012WSE"	"Dicosmoecus gilvipes"	1
"10144"	"01039CSR"	"Dicosmoecus gilvipes"	3
"10145"	"01005CSR"	"Dicosmoecus gilvipes"	1
"10146"	"01065CSR"	"Dicosmoecus gilvipes"	1
"10147"	"01042WSE"	"Dicosmoecus gilvipes"	2
"10148"	"01044WSE"	"Dicosmoecus gilvipes"	1
"10149"	"01114CSR"	"Dicosmoecus gilvipes"	11
"10150"	"01115CSR"	"Dicosmoecus gilvipes"	3
"10151"	"99020REM"	"Ecclisocosmoecus"	1
"10152"	"00031CSR"	"Ecclisocosmoecus"	4
"10153"	"01106CSR"	"Ecclisocosmoecus"	55
"10154"	"01041CSR"	"Ecclisocosmoecus"	22
"10155"	"00001WSE"	"Ecclisocosmoecus scylla"	2
"10156"	"00029CSR"	"Ecclisomyia"	1
"10157"	"00039CSR"	"Ecclisomyia"	38
"10158"	"99030REM"	"Ecclisomyia"	54
"10159"	"00011REM"	"Ecclisomyia"	2
"10160"	"00103CSR"	"Ecclisomyia"	1
"10161"	"00071CSR"	"Ecclisomyia"	1
"10162"	"00036REM"	"Ecclisomyia"	1
"10163"	"00005REM"	"Ecclisomyia"	2
"10164"	"00028REM"	"Ecclisomyia"	1
"10165"	"01109CSR"	"Ecclisomyia"	57
"10166"	"01021CSR"	"Ecclisomyia"	1
"10167"	"01037CSR"	"Ecclisomyia"	2
"10168"	"01023CSR"	"Goera"	6
"10169"	"01051CSR"	"Goera"	28
"10170"	"99061CSR"	"Goera archaon"	1
"10171"	"99071CSR"	"Goera archaon"	7
"10172"	"00004CSR"	"Goera archaon"	1
"10173"	"99011CSR"	"Hydatophylax"	1
"10174"	"00103CSR"	"Hydatophylax"	2
"10175"	"99057CSR"	"Hydatophylax hesperus"	6
"10176"	"01066CSR"	"Hydatophylax hesperus"	3
"10177"	"01069CSR"	"Hydatophylax hesperus"	36
"10178"	"01051CSR"	"Hydatophylax hesperus"	1
"10179"	"99049CSR"	"Onocosmoecus"	1
"10180"	"00054CSR"	"Onocosmoecus"	2
"10181"	"00039CSR"	"Onocosmoecus"	1
"10182"	"00019CSR"	"Onocosmoecus"	1
"10183"	"00047CSR"	"Onocosmoecus"	3
"10184"	"00012WSE"	"Onocosmoecus"	1
"10185"	"01044WSE"	"Onocosmoecus"	2
"10186"	"01082CSR"	"Onocosmoecus unicolor"	4
"10187"	"99069CSR"	"Philocasca"	4
"10188"	"99009CSR"	"Psychoglypha"	1
"10189"	"00028CSR"	"Psychoglypha"	7
"10190"	"01004CSR"	"Psychoglypha"	3
"10191"	"00046CSR"	"Psychoglypha"	7
"10192"	"99013CSR"	"Psychoglypha"	1
"10193"	"99007REM"	"Psychoglypha"	1
"10194"	"00067CSR"	"Psychoglypha"	1
"10195"	"00005REM"	"Psychoglypha"	1
"10196"	"00003WSE"	"Psychoglypha"	1
"10197"	"00006WSE"	"Psychoglypha"	9
"10198"	"01039CSR"	"Psychoglypha"	3
"10199"	"01036WSE"	"Psychoglypha"	1
"10200"	"01115CSR"	"Psychoglypha"	2
"10201"	"00014CSR"	"Odontoceridae"	1
"10202"	"00010CSR"	"Odontoceridae"	5
"10203"	"99057CSR"	"Nerophilus californicus"	1
"10204"	"00038CSR"	"Namamyia"	8
"10205"	"99030REM"	"Philopotamidae"	1
"10206"	"99014REM"	"Philopotamidae"	1
"10207"	"00001WSE"	"Philopotamidae"	1
"10208"	"01104CSR"	"Philopotamidae"	1
"10209"	"99015REM"	"Dolophilodes"	2
"10210"	"99009REM"	"Dolophilodes"	22
"10211"	"99020REM"	"Dolophilodes"	5
"10212"	"00002SPS"	"Dolophilodes"	10
"10213"	"00004WSE"	"Dolophilodes"	1
"10214"	"01105CSR"	"Dolophilodes"	1
"10215"	"01110CSR"	"Dolophilodes"	3
"10216"	"01031WSE"	"Dolophilodes"	1
"10217"	"99019CSR"	"Wormaldia"	5
"10218"	"99018CSR"	"Wormaldia"	20
"10219"	"99061CSR"	"Wormaldia"	4
"10220"	"00043CSR"	"Wormaldia"	1
"10221"	"99021CSR"	"Wormaldia"	1
"10222"	"99074CSR"	"Wormaldia"	8
"10223"	"99039CSR"	"Wormaldia"	1
"10224"	"99017CSR"	"Wormaldia"	5
"10225"	"99004SPS"	"Wormaldia"	4
"10226"	"99005SPS"	"Wormaldia"	3
"10227"	"99006SPS"	"Wormaldia"	2
"10228"	"99062CSR"	"Wormaldia"	2
"10229"	"99016CSR"	"Wormaldia"	2
"10230"	"00028CSR"	"Wormaldia"	4
"10231"	"99068CSR"	"Wormaldia"	1
"10232"	"99055CSR"	"Wormaldia"	13
"10233"	"00063CSR"	"Wormaldia"	1
"10234"	"99070CSR"	"Wormaldia"	4
"10235"	"99072CSR"	"Wormaldia"	13
"10236"	"99059CSR"	"Wormaldia"	2
"10237"	"00029CSR"	"Wormaldia"	26
"10238"	"99057CSR"	"Wormaldia"	1
"10239"	"99069CSR"	"Wormaldia"	4
"10240"	"99042CSR"	"Wormaldia"	18
"10241"	"99004CSR"	"Wormaldia"	5
"10242"	"01004CSR"	"Wormaldia"	1
"10243"	"99041CSR"	"Wormaldia"	8
"10244"	"99051CSR"	"Wormaldia"	10
"10245"	"99052CSR"	"Wormaldia"	1
"10246"	"99053CSR"	"Wormaldia"	1
"10247"	"99040CSR"	"Wormaldia"	14
"10248"	"99001CSR"	"Wormaldia"	3
"10249"	"00016CSR"	"Wormaldia"	5
"10250"	"99002CSR"	"Wormaldia"	7
"10251"	"99065CSR"	"Wormaldia"	3
"10252"	"99033REM"	"Wormaldia"	1
"10253"	"99013CSR"	"Wormaldia"	1
"10254"	"99012CSR"	"Wormaldia"	2
"10255"	"99011CSR"	"Wormaldia"	1
"10256"	"99071CSR"	"Wormaldia"	5
"10257"	"99046CSR"	"Wormaldia"	5
"10258"	"99032CSR"	"Wormaldia"	19
"10259"	"99010CSR"	"Wormaldia"	1
"10260"	"99034CSR"	"Wormaldia"	15
"10261"	"99054CSR"	"Wormaldia"	1
"10262"	"99038CSR"	"Wormaldia"	14
"10263"	"99025CSR"	"Wormaldia"	22
"10264"	"99022CSR"	"Wormaldia"	7
"10265"	"00005CSR"	"Wormaldia"	9
"10266"	"99035CSR"	"Wormaldia"	2
"10267"	"99058CSR"	"Wormaldia"	14
"10268"	"99006CSR"	"Wormaldia"	9
"10269"	"99044CSR"	"Wormaldia"	3
"10270"	"99045CSR"	"Wormaldia"	1
"10271"	"99029CSR"	"Wormaldia"	2
"10272"	"99033CSR"	"Wormaldia"	24
"10273"	"99012REM"	"Wormaldia"	7
"10274"	"99007REM"	"Wormaldia"	1
"10275"	"99023REM"	"Wormaldia"	2
"10276"	"99008REM"	"Wormaldia"	1
"10277"	"99022REM"	"Wormaldia"	13
"10278"	"99011REM"	"Wormaldia"	16
"10279"	"99002REM"	"Wormaldia"	7
"10280"	"99018REM"	"Wormaldia"	4
"10281"	"99017REM"	"Wormaldia"	5
"10282"	"99001REM"	"Wormaldia"	7
"10283"	"99032REM"	"Wormaldia"	1
"10284"	"99019REM"	"Wormaldia"	11
"10285"	"99005REM"	"Wormaldia"	8
"10286"	"99006REM"	"Wormaldia"	1
"10287"	"99004REM"	"Wormaldia"	1
"10288"	"00001REM"	"Wormaldia"	20
"10289"	"00020CSR"	"Wormaldia"	1
